transaction_id,customer_id,timestamp,amount,payment_method,refund_requested,refund_amount,refund_delay_hours,customer_segment
TXN_0014414,CUST_02854,2026-01-30 00:42:00,4646.71,upi,0,0.0,0.0,occasional_refunder
TXN_0010003,CUST_08694,2026-01-30 00:44:00,5000.77,card,0,0.0,0.0,normal
TXN_0019994,CUST_02636,2026-01-30 00:55:00,13231.92,netbanking,0,0.0,0.0,normal
TXN_0019818,CUST_08181,2026-01-30 01:05:00,2080.66,card,0,0.0,0.0,normal
TXN_0011671,CUST_06741,2026-01-30 01:16:00,1799.94,card,0,0.0,0.0,normal
TXN_0048415,CUST_00926,2026-01-30 01:28:00,2913.59,card,0,0.0,0.0,normal
TXN_0045558,CUST_07973,2026-01-30 01:30:00,13824.01,card,0,0.0,0.0,normal
TXN_0002010,CUST_00061,2026-01-30 01:31:00,746.27,netbanking,0,0.0,0.0,normal
TXN_0009075,CUST_07027,2026-01-30 01:33:00,11809.74,netbanking,0,0.0,0.0,normal
TXN_0001484,CUST_05188,2026-01-30 01:36:00,394.24,card,1,350.52,22.52,normal
TXN_0001200,CUST_05724,2026-01-30 01:36:00,2351.3,card,0,0.0,0.0,normal
TXN_0044691,CUST_06570,2026-01-30 01:56:00,12503.96,netbanking,0,0.0,0.0,normal
TXN_0024509,CUST_09711,2026-01-30 01:57:00,1089.15,card,0,0.0,0.0,normal
TXN_0008041,CUST_00490,2026-01-30 02:02:00,7022.59,card,1,4065.67,94.9,occasional_refunder
TXN_0036662,CUST_01981,2026-01-30 02:02:00,4873.99,netbanking,0,0.0,0.0,normal
TXN_0044538,CUST_02414,2026-01-30 02:08:00,2044.13,netbanking,0,0.0,0.0,normal
TXN_0030813,CUST_07123,2026-01-30 02:14:00,3499.3,card,0,0.0,0.0,normal
TXN_0019036,CUST_08989,2026-01-30 02:14:00,2296.91,upi,0,0.0,0.0,normal
TXN_0035371,CUST_02364,2026-01-30 02:14:00,2778.47,card,0,0.0,0.0,normal
TXN_0003383,CUST_01264,2026-01-30 02:15:00,2609.16,upi,0,0.0,0.0,normal
TXN_0024488,CUST_01543,2026-01-30 02:25:00,3878.8,card,0,0.0,0.0,normal
TXN_0037268,CUST_06356,2026-01-30 02:32:00,5421.52,netbanking,1,2919.75,35.99,suspicious
TXN_0024732,CUST_07987,2026-01-30 02:32:00,447.48,card,0,0.0,0.0,normal
TXN_0035990,CUST_02022,2026-01-30 02:51:00,2845.89,upi,0,0.0,0.0,normal
TXN_0035442,CUST_07486,2026-01-30 02:52:00,11181.38,netbanking,0,0.0,0.0,normal
TXN_0045750,CUST_04030,2026-01-30 02:56:00,2465.73,card,0,0.0,0.0,normal
TXN_0037512,CUST_08214,2026-01-30 03:04:00,2644.12,upi,0,0.0,0.0,normal
TXN_0001781,CUST_05115,2026-01-30 03:06:00,706.76,card,0,0.0,0.0,normal
TXN_0010928,CUST_05115,2026-01-30 03:07:00,3285.67,wallet,0,0.0,0.0,normal
TXN_0031109,CUST_04905,2026-01-30 03:18:00,586.37,upi,0,0.0,0.0,occasional_refunder
TXN_0032359,CUST_05710,2026-01-30 03:22:00,507.5,upi,0,0.0,0.0,occasional_refunder
TXN_0038709,CUST_04964,2026-01-30 03:26:00,3849.23,card,0,0.0,0.0,normal
TXN_0024511,CUST_08891,2026-01-30 03:26:00,827.01,card,0,0.0,0.0,normal
TXN_0003803,CUST_07058,2026-01-30 03:32:00,14857.33,card,0,0.0,0.0,normal
TXN_0000202,CUST_06551,2026-01-30 03:40:00,3124.22,upi,0,0.0,0.0,normal
TXN_0027743,CUST_03403,2026-01-30 03:40:00,9544.05,card,0,0.0,0.0,aggressive_abuser
TXN_0020054,CUST_08778,2026-01-30 03:41:00,1502.92,card,0,0.0,0.0,normal
TXN_0046765,CUST_03907,2026-01-30 03:47:00,656.53,card,0,0.0,0.0,normal
TXN_0015639,CUST_00577,2026-01-30 03:48:00,789.23,card,0,0.0,0.0,normal
TXN_0038406,CUST_09888,2026-01-30 04:11:00,2649.76,upi,0,0.0,0.0,normal
TXN_0028709,CUST_00374,2026-01-30 04:24:00,23397.6,netbanking,0,0.0,0.0,normal
TXN_0034193,CUST_05255,2026-01-30 04:25:00,5174.71,wallet,0,0.0,0.0,occasional_refunder
TXN_0038840,CUST_07136,2026-01-30 04:26:00,384.41,wallet,0,0.0,0.0,normal
TXN_0047698,CUST_09328,2026-01-30 04:27:00,986.3,card,0,0.0,0.0,normal
TXN_0013818,CUST_02033,2026-01-30 04:29:00,937.88,wallet,0,0.0,0.0,normal
TXN_0021878,CUST_04866,2026-01-30 04:43:00,850.53,upi,0,0.0,0.0,normal
TXN_0027540,CUST_01279,2026-01-30 04:44:00,2700.26,card,0,0.0,0.0,normal
TXN_0042137,CUST_06622,2026-01-30 04:50:00,446.05,upi,1,248.98,25.98,normal
TXN_0036267,CUST_04884,2026-01-30 04:57:00,4799.01,upi,0,0.0,0.0,normal
TXN_0009921,CUST_04440,2026-01-30 05:02:00,2768.08,netbanking,0,0.0,0.0,normal
TXN_0022032,CUST_06078,2026-01-30 05:12:00,2678.24,upi,0,0.0,0.0,normal
TXN_0024941,CUST_06871,2026-01-30 05:18:00,2163.76,card,0,0.0,0.0,normal
TXN_0041569,CUST_03091,2026-01-30 05:19:00,1825.61,card,0,0.0,0.0,normal
TXN_0031163,CUST_08013,2026-01-30 05:25:00,208.42,netbanking,0,0.0,0.0,normal
TXN_0036095,CUST_03399,2026-01-30 05:30:00,225.57,upi,0,0.0,0.0,normal
TXN_0028693,CUST_06413,2026-01-30 05:35:00,1931.94,netbanking,0,0.0,0.0,occasional_refunder
TXN_0036919,CUST_04239,2026-01-30 05:40:00,858.29,netbanking,0,0.0,0.0,normal
TXN_0023442,CUST_02792,2026-01-30 05:59:00,4011.18,card,0,0.0,0.0,suspicious
TXN_0024180,CUST_09699,2026-01-30 06:04:00,4237.96,upi,0,0.0,0.0,normal
TXN_0029987,CUST_01961,2026-01-30 06:20:00,2530.5,card,0,0.0,0.0,normal
TXN_0035315,CUST_07915,2026-01-30 06:28:00,6586.05,card,0,0.0,0.0,normal
TXN_0043042,CUST_02382,2026-01-30 06:29:00,2561.97,card,0,0.0,0.0,occasional_refunder
TXN_0006058,CUST_02700,2026-01-30 06:36:00,1212.27,upi,0,0.0,0.0,normal
TXN_0049313,CUST_06594,2026-01-30 06:36:00,769.45,netbanking,0,0.0,0.0,normal
TXN_0044780,CUST_05630,2026-01-30 06:48:00,551.64,upi,0,0.0,0.0,normal
TXN_0049733,CUST_07068,2026-01-30 06:50:00,835.59,upi,0,0.0,0.0,normal
TXN_0026176,CUST_07146,2026-01-30 07:00:00,1279.14,card,0,0.0,0.0,normal
TXN_0019101,CUST_07563,2026-01-30 07:01:00,1818.19,upi,0,0.0,0.0,normal
TXN_0040903,CUST_08068,2026-01-30 07:03:00,1508.34,upi,0,0.0,0.0,normal
TXN_0001882,CUST_00454,2026-01-30 07:06:00,1488.57,card,1,1088.52,51.78,occasional_refunder
TXN_0044665,CUST_01387,2026-01-30 07:06:00,2880.07,netbanking,0,0.0,0.0,normal
TXN_0018512,CUST_08142,2026-01-30 07:14:00,3502.78,netbanking,0,0.0,0.0,normal
TXN_0001117,CUST_05144,2026-01-30 07:16:00,3450.55,upi,0,0.0,0.0,normal
TXN_0007756,CUST_03312,2026-01-30 07:22:00,537.7,upi,0,0.0,0.0,normal
TXN_0025519,CUST_03354,2026-01-30 07:23:00,1452.39,upi,0,0.0,0.0,normal
TXN_0025328,CUST_03878,2026-01-30 07:23:00,802.25,netbanking,0,0.0,0.0,occasional_refunder
TXN_0026216,CUST_02952,2026-01-30 07:28:00,100.0,upi,0,0.0,0.0,normal
TXN_0038044,CUST_06304,2026-01-30 07:30:00,1876.27,upi,0,0.0,0.0,normal
TXN_0036079,CUST_04670,2026-01-30 07:32:00,2501.02,upi,0,0.0,0.0,normal
TXN_0020608,CUST_06180,2026-01-30 07:32:00,3977.2,wallet,0,0.0,0.0,normal
TXN_0049428,CUST_09847,2026-01-30 07:33:00,44267.54,netbanking,0,0.0,0.0,normal
TXN_0035352,CUST_00778,2026-01-30 07:35:00,71657.6,card,0,0.0,0.0,normal
TXN_0042502,CUST_08302,2026-01-30 07:39:00,5501.75,upi,0,0.0,0.0,normal
TXN_0033793,CUST_06534,2026-01-30 07:40:00,943.27,upi,0,0.0,0.0,normal
TXN_0012369,CUST_09862,2026-01-30 07:45:00,2202.67,upi,0,0.0,0.0,normal
TXN_0009961,CUST_04214,2026-01-30 07:51:00,137.55,card,0,0.0,0.0,normal
TXN_0032784,CUST_08861,2026-01-30 07:57:00,246.41,netbanking,0,0.0,0.0,normal
TXN_0007905,CUST_07854,2026-01-30 08:01:00,907.04,upi,0,0.0,0.0,normal
TXN_0045878,CUST_09612,2026-01-30 08:03:00,2069.01,upi,0,0.0,0.0,normal
TXN_0003375,CUST_08406,2026-01-30 08:04:00,656.49,card,0,0.0,0.0,normal
TXN_0019966,CUST_00834,2026-01-30 08:04:00,1365.22,upi,0,0.0,0.0,normal
TXN_0016563,CUST_04209,2026-01-30 08:05:00,175.18,netbanking,0,0.0,0.0,normal
TXN_0001066,CUST_08970,2026-01-30 08:06:00,1019.09,upi,0,0.0,0.0,normal
TXN_0013422,CUST_00887,2026-01-30 08:11:00,184.72,netbanking,0,0.0,0.0,normal
TXN_0042519,CUST_00268,2026-01-30 08:16:00,2742.7,netbanking,0,0.0,0.0,normal
TXN_0041667,CUST_03627,2026-01-30 08:17:00,1418.97,card,0,0.0,0.0,normal
TXN_0022112,CUST_02209,2026-01-30 08:17:00,3539.84,upi,0,0.0,0.0,normal
TXN_0046037,CUST_06886,2026-01-30 08:19:00,857.54,card,1,692.93,10.63,suspicious
TXN_0001650,CUST_09699,2026-01-30 08:29:00,355.56,upi,0,0.0,0.0,normal
TXN_0007690,CUST_07612,2026-01-30 08:48:00,2501.06,netbanking,0,0.0,0.0,normal
TXN_0047968,CUST_02429,2026-01-30 08:50:00,240.47,card,0,0.0,0.0,normal
TXN_0017564,CUST_07738,2026-01-30 08:56:00,13178.62,upi,0,0.0,0.0,normal
TXN_0047523,CUST_03333,2026-01-30 09:03:00,287.26,upi,0,0.0,0.0,normal
TXN_0030698,CUST_06125,2026-01-30 09:28:00,4091.1,wallet,0,0.0,0.0,normal
TXN_0010398,CUST_09235,2026-01-30 09:30:00,9578.95,netbanking,0,0.0,0.0,normal
TXN_0021177,CUST_02858,2026-01-30 09:49:00,13453.43,upi,0,0.0,0.0,normal
TXN_0021282,CUST_00546,2026-01-30 10:00:00,154.43,card,1,154.08,118.15,normal
TXN_0019690,CUST_07992,2026-01-30 10:00:00,11430.23,card,0,0.0,0.0,normal
TXN_0023882,CUST_05350,2026-01-30 10:07:00,10552.95,netbanking,0,0.0,0.0,normal
TXN_0025724,CUST_04381,2026-01-30 10:08:00,739.51,card,0,0.0,0.0,normal
TXN_0025990,CUST_06539,2026-01-30 10:09:00,10320.3,netbanking,0,0.0,0.0,normal
TXN_0042750,CUST_01587,2026-01-30 10:11:00,5741.73,card,0,0.0,0.0,normal
TXN_0017758,CUST_01778,2026-01-30 10:32:00,805.37,netbanking,0,0.0,0.0,normal
TXN_0041662,CUST_00255,2026-01-30 10:39:00,191.37,upi,0,0.0,0.0,normal
TXN_0003053,CUST_02257,2026-01-30 10:42:00,2986.87,card,0,0.0,0.0,normal
TXN_0020810,CUST_03212,2026-01-30 10:44:00,2897.22,netbanking,0,0.0,0.0,normal
TXN_0024014,CUST_07815,2026-01-30 10:48:00,333.9,upi,0,0.0,0.0,normal
TXN_0036412,CUST_06984,2026-01-30 10:52:00,3653.97,upi,0,0.0,0.0,normal
TXN_0001609,CUST_00860,2026-01-30 10:54:00,645.82,card,0,0.0,0.0,normal
TXN_0046260,CUST_01976,2026-01-30 10:56:00,740.39,card,1,678.86,10.61,suspicious
TXN_0035577,CUST_04710,2026-01-30 11:01:00,1318.52,upi,0,0.0,0.0,normal
TXN_0011438,CUST_09051,2026-01-30 11:02:00,29488.33,upi,0,0.0,0.0,normal
TXN_0040670,CUST_02983,2026-01-30 11:09:00,2090.21,upi,0,0.0,0.0,normal
TXN_0010129,CUST_04206,2026-01-30 11:11:00,2578.51,upi,0,0.0,0.0,normal
TXN_0025765,CUST_05016,2026-01-30 11:19:00,2424.4,upi,0,0.0,0.0,normal
TXN_0025741,CUST_04577,2026-01-30 11:30:00,8931.62,upi,0,0.0,0.0,normal
TXN_0028422,CUST_00195,2026-01-30 11:31:00,320.29,card,0,0.0,0.0,normal
TXN_0039557,CUST_07630,2026-01-30 11:31:00,629.58,upi,0,0.0,0.0,normal
TXN_0010903,CUST_06443,2026-01-30 11:40:00,261.65,upi,0,0.0,0.0,normal
TXN_0022953,CUST_08928,2026-01-30 11:45:00,27855.31,card,0,0.0,0.0,normal
TXN_0002294,CUST_03056,2026-01-30 11:56:00,150.62,card,0,0.0,0.0,suspicious
TXN_0046013,CUST_01531,2026-01-30 12:03:00,2259.48,card,0,0.0,0.0,normal
TXN_0014995,CUST_00050,2026-01-30 12:05:00,673.08,upi,0,0.0,0.0,normal
TXN_0041207,CUST_08539,2026-01-30 12:18:00,1690.29,card,0,0.0,0.0,normal
TXN_0020740,CUST_04339,2026-01-30 12:22:00,1595.97,netbanking,0,0.0,0.0,normal
TXN_0037604,CUST_02898,2026-01-30 12:30:00,1103.72,upi,0,0.0,0.0,normal
TXN_0022380,CUST_00461,2026-01-30 12:32:00,2141.17,card,0,0.0,0.0,normal
TXN_0029064,CUST_07557,2026-01-30 12:36:00,2671.91,card,0,0.0,0.0,normal
TXN_0033059,CUST_07856,2026-01-30 12:40:00,3705.66,upi,0,0.0,0.0,normal
TXN_0016270,CUST_00192,2026-01-30 12:42:00,817.25,card,0,0.0,0.0,occasional_refunder
TXN_0002492,CUST_08006,2026-01-30 12:46:00,2949.24,upi,0,0.0,0.0,normal
TXN_0008700,CUST_05672,2026-01-30 12:50:00,929.1,card,0,0.0,0.0,normal
TXN_0016556,CUST_09468,2026-01-30 13:00:00,433.17,netbanking,0,0.0,0.0,occasional_refunder
TXN_0006610,CUST_09619,2026-01-30 13:07:00,758.73,card,0,0.0,0.0,normal
TXN_0037736,CUST_01955,2026-01-30 13:07:00,469.02,card,0,0.0,0.0,aggressive_abuser
TXN_0041960,CUST_04765,2026-01-30 13:11:00,3748.6,netbanking,0,0.0,0.0,normal
TXN_0044537,CUST_06901,2026-01-30 13:12:00,3130.4,upi,0,0.0,0.0,normal
TXN_0018532,CUST_02896,2026-01-30 13:26:00,510.23,card,0,0.0,0.0,occasional_refunder
TXN_0035403,CUST_07496,2026-01-30 13:27:00,994.53,card,0,0.0,0.0,normal
TXN_0008848,CUST_01416,2026-01-30 13:29:00,7569.89,card,0,0.0,0.0,suspicious
TXN_0001099,CUST_02468,2026-01-30 13:36:00,396.46,upi,1,340.49,90.25,normal
TXN_0035182,CUST_04581,2026-01-30 13:39:00,3583.01,upi,0,0.0,0.0,suspicious
TXN_0006740,CUST_09774,2026-01-30 13:42:00,1801.06,card,0,0.0,0.0,normal
TXN_0024849,CUST_01864,2026-01-30 13:46:00,682.72,card,0,0.0,0.0,normal
TXN_0008952,CUST_02477,2026-01-30 13:47:00,1281.15,upi,0,0.0,0.0,normal
TXN_0010125,CUST_09747,2026-01-30 13:53:00,5848.1,upi,0,0.0,0.0,normal
TXN_0000658,CUST_02354,2026-01-30 14:28:00,1461.0,upi,0,0.0,0.0,occasional_refunder
TXN_0043751,CUST_06711,2026-01-30 14:29:00,287.34,card,0,0.0,0.0,normal
TXN_0043989,CUST_06777,2026-01-30 14:47:00,22326.7,wallet,0,0.0,0.0,normal
TXN_0000890,CUST_02633,2026-01-30 15:07:00,1365.08,upi,0,0.0,0.0,normal
TXN_0014826,CUST_09139,2026-01-30 15:08:00,1799.14,upi,1,1177.06,9.32,normal
TXN_0022585,CUST_02026,2026-01-30 15:12:00,1026.6,upi,0,0.0,0.0,normal
TXN_0039584,CUST_05477,2026-01-30 15:16:00,282.16,upi,0,0.0,0.0,normal
TXN_0023023,CUST_05986,2026-01-30 15:21:00,6196.93,card,0,0.0,0.0,normal
TXN_0018613,CUST_09722,2026-01-30 15:26:00,3695.94,netbanking,0,0.0,0.0,normal
TXN_0018555,CUST_00173,2026-01-30 15:32:00,445.47,wallet,0,0.0,0.0,normal
TXN_0018066,CUST_00259,2026-01-30 15:34:00,1437.45,upi,0,0.0,0.0,normal
TXN_0035161,CUST_07513,2026-01-30 15:42:00,5484.22,card,0,0.0,0.0,normal
TXN_0015403,CUST_08938,2026-01-30 15:44:00,2830.46,upi,0,0.0,0.0,occasional_refunder
TXN_0028265,CUST_02115,2026-01-30 15:46:00,4439.09,upi,0,0.0,0.0,normal
TXN_0020205,CUST_05528,2026-01-30 15:48:00,4447.72,card,0,0.0,0.0,normal
TXN_0012294,CUST_04699,2026-01-30 15:49:00,4155.15,card,0,0.0,0.0,normal
TXN_0003738,CUST_09560,2026-01-30 15:59:00,512.51,card,0,0.0,0.0,normal
TXN_0030179,CUST_09184,2026-01-30 16:04:00,2363.97,netbanking,1,1951.45,77.93,normal
TXN_0015188,CUST_05653,2026-01-30 16:10:00,4927.06,card,0,0.0,0.0,normal
TXN_0037964,CUST_01269,2026-01-30 16:24:00,2000.65,card,0,0.0,0.0,normal
TXN_0039098,CUST_02469,2026-01-30 16:30:00,1518.73,netbanking,0,0.0,0.0,normal
TXN_0037470,CUST_03071,2026-01-30 16:33:00,1362.41,card,0,0.0,0.0,normal
TXN_0016572,CUST_09340,2026-01-30 16:46:00,9765.99,card,0,0.0,0.0,normal
TXN_0020928,CUST_02368,2026-01-30 16:47:00,4181.83,upi,0,0.0,0.0,normal
TXN_0018020,CUST_03560,2026-01-30 16:57:00,5797.73,upi,0,0.0,0.0,normal
TXN_0000523,CUST_03094,2026-01-30 17:05:00,566.75,upi,0,0.0,0.0,normal
TXN_0045853,CUST_07303,2026-01-30 17:10:00,165.2,card,0,0.0,0.0,normal
TXN_0013915,CUST_07064,2026-01-30 17:16:00,1734.39,upi,0,0.0,0.0,normal
TXN_0039439,CUST_02671,2026-01-30 17:25:00,3218.14,card,0,0.0,0.0,normal
TXN_0015276,CUST_05456,2026-01-30 17:32:00,108772.6,card,0,0.0,0.0,normal
TXN_0005899,CUST_07637,2026-01-30 17:33:00,13861.55,netbanking,0,0.0,0.0,normal
TXN_0018462,CUST_00642,2026-01-30 17:34:00,655.43,wallet,0,0.0,0.0,normal
TXN_0022411,CUST_01657,2026-01-30 17:35:00,1260.11,netbanking,0,0.0,0.0,normal
TXN_0047858,CUST_05621,2026-01-30 17:36:00,483.3,upi,0,0.0,0.0,normal
TXN_0020796,CUST_00970,2026-01-30 17:36:00,1442.79,upi,0,0.0,0.0,normal
TXN_0025351,CUST_02093,2026-01-30 17:42:00,4370.47,upi,0,0.0,0.0,normal
TXN_0029110,CUST_05936,2026-01-30 17:43:00,984.93,upi,0,0.0,0.0,normal
TXN_0034982,CUST_09836,2026-01-30 17:51:00,3105.22,card,0,0.0,0.0,normal
TXN_0020574,CUST_03138,2026-01-30 17:53:00,4962.24,card,0,0.0,0.0,normal
TXN_0004395,CUST_03846,2026-01-30 17:54:00,200.98,netbanking,0,0.0,0.0,normal
TXN_0017763,CUST_09853,2026-01-30 17:55:00,5120.69,upi,1,5091.18,129.03,normal
TXN_0046316,CUST_03424,2026-01-30 17:56:00,855.42,upi,0,0.0,0.0,normal
TXN_0017764,CUST_01563,2026-01-30 18:06:00,26371.91,upi,0,0.0,0.0,normal
TXN_0006848,CUST_07781,2026-01-30 18:19:00,9131.53,upi,1,4573.08,5.97,normal
TXN_0038815,CUST_03912,2026-01-30 18:27:00,1545.68,card,0,0.0,0.0,normal
TXN_0026664,CUST_02332,2026-01-30 18:33:00,187.81,wallet,0,0.0,0.0,normal
TXN_0038013,CUST_01539,2026-01-30 18:34:00,2719.64,card,0,0.0,0.0,normal
TXN_0006170,CUST_03908,2026-01-30 18:36:00,369.78,upi,0,0.0,0.0,normal
TXN_0039060,CUST_09370,2026-01-30 18:38:00,547.17,upi,0,0.0,0.0,normal
TXN_0039701,CUST_07432,2026-01-30 18:41:00,313.62,card,0,0.0,0.0,normal
TXN_0033515,CUST_07312,2026-01-30 18:51:00,1632.1,upi,0,0.0,0.0,normal
TXN_0030101,CUST_05935,2026-01-30 18:59:00,1465.92,card,0,0.0,0.0,normal
TXN_0001880,CUST_00488,2026-01-30 19:02:00,6355.65,netbanking,0,0.0,0.0,normal
TXN_0042654,CUST_08016,2026-01-30 19:09:00,4570.29,card,0,0.0,0.0,normal
TXN_0026441,CUST_00874,2026-01-30 19:10:00,1465.44,card,0,0.0,0.0,normal
TXN_0014632,CUST_07501,2026-01-30 19:12:00,2463.22,upi,0,0.0,0.0,normal
TXN_0046002,CUST_09701,2026-01-30 19:25:00,291.22,card,0,0.0,0.0,normal
TXN_0012516,CUST_06200,2026-01-30 19:26:00,8975.43,upi,0,0.0,0.0,normal
TXN_0043932,CUST_05470,2026-01-30 19:37:00,21852.97,card,0,0.0,0.0,normal
TXN_0047664,CUST_03579,2026-01-30 19:39:00,1918.14,netbanking,0,0.0,0.0,normal
TXN_0007062,CUST_06931,2026-01-30 19:46:00,5375.66,card,1,5061.52,110.46,normal
TXN_0037672,CUST_07470,2026-01-30 19:48:00,932.82,upi,0,0.0,0.0,normal
TXN_0024679,CUST_09787,2026-01-30 19:51:00,882.82,netbanking,0,0.0,0.0,normal
TXN_0012711,CUST_04825,2026-01-30 20:00:00,24231.98,card,0,0.0,0.0,normal
TXN_0007484,CUST_07193,2026-01-30 20:07:00,2146.31,upi,0,0.0,0.0,normal
TXN_0024698,CUST_02982,2026-01-30 20:18:00,1465.57,upi,0,0.0,0.0,normal
TXN_0033099,CUST_03562,2026-01-30 20:39:00,3320.39,upi,0,0.0,0.0,normal
TXN_0007997,CUST_09430,2026-01-30 20:54:00,476.47,upi,0,0.0,0.0,normal
TXN_0021786,CUST_03052,2026-01-30 20:57:00,485.8,card,0,0.0,0.0,normal
TXN_0044643,CUST_01574,2026-01-30 21:00:00,2926.37,upi,1,1849.07,30.7,occasional_refunder
TXN_0023122,CUST_05077,2026-01-30 21:07:00,214.27,card,0,0.0,0.0,normal
TXN_0020727,CUST_00607,2026-01-30 21:15:00,3939.99,card,0,0.0,0.0,normal
TXN_0044406,CUST_06162,2026-01-30 21:28:00,8851.91,netbanking,0,0.0,0.0,normal
TXN_0039919,CUST_06041,2026-01-30 21:31:00,711.63,upi,0,0.0,0.0,normal
TXN_0019704,CUST_02717,2026-01-30 21:50:00,2630.13,card,0,0.0,0.0,normal
TXN_0000751,CUST_08575,2026-01-30 22:04:00,837.91,netbanking,0,0.0,0.0,occasional_refunder
TXN_0026280,CUST_04537,2026-01-30 22:05:00,327.34,netbanking,0,0.0,0.0,normal
TXN_0034068,CUST_09530,2026-01-30 22:08:00,382.81,card,1,208.04,32.39,suspicious
TXN_0026108,CUST_02747,2026-01-30 22:12:00,6950.04,upi,0,0.0,0.0,normal
TXN_0000325,CUST_02476,2026-01-30 22:38:00,2378.02,wallet,0,0.0,0.0,occasional_refunder
TXN_0012474,CUST_00947,2026-01-30 22:44:00,5162.99,upi,0,0.0,0.0,normal
TXN_0026954,CUST_03197,2026-01-30 22:58:00,1603.64,card,1,1196.1,27.22,suspicious
TXN_0026230,CUST_04759,2026-01-30 23:00:00,761.83,card,0,0.0,0.0,normal
TXN_0037857,CUST_07101,2026-01-30 23:04:00,2982.47,card,0,0.0,0.0,normal
TXN_0002644,CUST_03694,2026-01-30 23:05:00,488.34,upi,0,0.0,0.0,normal
TXN_0006050,CUST_01272,2026-01-30 23:07:00,934.68,upi,0,0.0,0.0,occasional_refunder
TXN_0045241,CUST_01688,2026-01-30 23:12:00,720.63,netbanking,0,0.0,0.0,normal
TXN_0031532,CUST_06953,2026-01-30 23:15:00,21118.27,card,0,0.0,0.0,normal
TXN_0048867,CUST_09908,2026-01-30 23:24:00,1047.08,card,0,0.0,0.0,normal
TXN_0029172,CUST_04966,2026-01-30 23:32:00,62214.95,netbanking,0,0.0,0.0,normal
TXN_0003194,CUST_03902,2026-01-30 23:40:00,2227.63,card,0,0.0,0.0,normal
TXN_0048324,CUST_06791,2026-01-30 23:42:00,4452.66,upi,0,0.0,0.0,normal
TXN_0011959,CUST_01607,2026-01-30 23:43:00,324.41,upi,0,0.0,0.0,normal
TXN_0041202,CUST_01721,2026-01-30 23:45:00,100.0,card,1,69.91,43.29,normal
TXN_0038106,CUST_08736,2026-01-30 23:55:00,1632.68,card,1,1384.99,1.61,aggressive_abuser
TXN_0006601,CUST_07783,2026-01-31 00:01:00,2646.06,netbanking,0,0.0,0.0,occasional_refunder
TXN_0021905,CUST_09433,2026-01-31 00:02:00,703.11,netbanking,0,0.0,0.0,normal
TXN_0030928,CUST_02135,2026-01-31 00:14:00,4469.37,upi,1,3574.32,24.79,normal
TXN_0013055,CUST_06108,2026-01-31 00:19:00,614.72,upi,0,0.0,0.0,normal
TXN_0011941,CUST_03711,2026-01-31 00:23:00,1396.98,wallet,0,0.0,0.0,normal
TXN_0009358,CUST_02168,2026-01-31 00:29:00,887.22,card,0,0.0,0.0,normal
TXN_0018789,CUST_05853,2026-01-31 00:31:00,8110.89,upi,0,0.0,0.0,normal
TXN_0017657,CUST_08911,2026-01-31 00:36:00,1866.43,card,0,0.0,0.0,normal
TXN_0031718,CUST_06332,2026-01-31 00:36:00,1141.94,card,0,0.0,0.0,normal
TXN_0038831,CUST_01998,2026-01-31 00:38:00,274.48,card,0,0.0,0.0,normal
TXN_0049001,CUST_03540,2026-01-31 00:40:00,1088.61,netbanking,0,0.0,0.0,normal
TXN_0026065,CUST_08993,2026-01-31 00:40:00,1601.05,upi,0,0.0,0.0,normal
TXN_0002037,CUST_06828,2026-01-31 00:45:00,2502.7,netbanking,0,0.0,0.0,normal
TXN_0000964,CUST_09444,2026-01-31 00:58:00,6986.46,upi,0,0.0,0.0,normal
TXN_0004943,CUST_06959,2026-01-31 01:03:00,5830.23,netbanking,0,0.0,0.0,normal
TXN_0023993,CUST_04738,2026-01-31 01:05:00,1144.2,upi,0,0.0,0.0,normal
TXN_0043851,CUST_00713,2026-01-31 01:07:00,3339.05,card,0,0.0,0.0,normal
TXN_0021371,CUST_00656,2026-01-31 01:11:00,674.44,card,0,0.0,0.0,normal
TXN_0010825,CUST_03519,2026-01-31 01:13:00,2114.32,netbanking,0,0.0,0.0,normal
TXN_0007100,CUST_02132,2026-01-31 01:22:00,2042.62,card,0,0.0,0.0,normal
TXN_0031455,CUST_09073,2026-01-31 01:27:00,963.59,card,0,0.0,0.0,normal
TXN_0044191,CUST_05071,2026-01-31 01:47:00,329.98,upi,0,0.0,0.0,normal
TXN_0027670,CUST_00881,2026-01-31 01:49:00,1518.81,card,0,0.0,0.0,normal
TXN_0049084,CUST_04886,2026-01-31 01:50:00,1926.28,netbanking,0,0.0,0.0,occasional_refunder
TXN_0028405,CUST_00057,2026-01-31 01:53:00,2221.68,netbanking,0,0.0,0.0,normal
TXN_0026469,CUST_06423,2026-01-31 02:06:00,3837.22,upi,0,0.0,0.0,normal
TXN_0004212,CUST_01799,2026-01-31 02:07:00,396.45,upi,0,0.0,0.0,normal
TXN_0030913,CUST_00964,2026-01-31 02:10:00,2113.4,card,0,0.0,0.0,normal
TXN_0006604,CUST_02900,2026-01-31 02:10:00,12794.83,upi,0,0.0,0.0,normal
TXN_0046969,CUST_06683,2026-01-31 02:14:00,1442.2,upi,0,0.0,0.0,occasional_refunder
TXN_0002181,CUST_08032,2026-01-31 02:14:00,1812.34,card,0,0.0,0.0,normal
TXN_0024955,CUST_09431,2026-01-31 02:17:00,1116.7,upi,0,0.0,0.0,normal
